offense_category_id,offense_code_extension,offense_code,offense_type_id,is_crime,geometry_type,offense_id,source_file_uri
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216015140299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP202138783299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216010587299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021471430299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021207397299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021318052299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021287809299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021268588299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20226000075299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021409708299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021240762299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021375102299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021592362299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021486122299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021334336299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021500067299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216014190299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021140244299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216023392299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021356704299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021622542299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021133480299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20215003396299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021705271299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021498841299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021419310299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20224213299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20218043330299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216000300299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021270433299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021178635299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021700853299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021180022299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021493331299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021595392299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021497641299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216014345299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP202160089299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216007459299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021262021299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021714384299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP202127262299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021582594299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021263236299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP20216023016299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
public-disorder,0,2999,criminal-mischief-other,1,Point,DP2021704243299900,s3://crimenet-data/raw_files/landing/denver/part-00000.geojson
