part_category,category,stat_desc,stat,source_file_uri
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2018.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: All Other Sex Felonies,129,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2019.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2020.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2023.csv
1,FORCIBLE RAPE,"RAPE BY FORCE, FEMALE UNDER 18",023,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2025.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2015.csv
1,BURGLARY,"BURGLARY, RESIDENCE: Unknown, Entry No Force",068,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2017.csv
2,SEX OFFENSES MISDEMEANORS,SEX MISDEMEANORS: Annoy/Molest Children,134,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2020.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2022.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2023.csv
1,LARCENY THEFT,"THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)",389,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2014.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2014.csv
1,FORCIBLE RAPE,"RAPE, FORCIBLE: Rape by Force, Female 18 YRS +",021,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2017.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2019.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2014.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2014.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2015.csv
1,FORCIBLE RAPE,"RAPE BY FORCE, FEMALE UNDER 18",023,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2015.csv
2,FRAUD AND NSF CHECKS,IDENTITY THEFT (GOODS/SERVICES/CREDIT),117,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2016.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2018.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2018.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: All Other Sex Felonies,129,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2019.csv
2,FRAUD AND NSF CHECKS,IDENTITY THEFT (GOODS/SERVICES/CREDIT),117,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2019.csv
2,FRAUD AND NSF CHECKS,IDENTITY THEFT (GOODS/SERVICES/CREDIT),117,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2019.csv
2,FRAUD AND NSF CHECKS,IDENTITY THEFT (GOODS/SERVICES/CREDIT),117,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2019.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: All Other Sex Felonies,129,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2014.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2015.csv
1,CRIMINAL HOMICIDE,CRIMINAL HOMICIDE: Murder,011,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2017.csv
1,GRAND THEFT AUTO,GRAND THEFT VEHICLE (GTA): Automobile/Passenger Van,091,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2017.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2018.csv
2,FRAUD AND NSF CHECKS,IDENTITY THEFT (GOODS/SERVICES/CREDIT),117,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2018.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2018.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2019.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2020.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2023.csv
2,NARCOTICS,NARCOTICS: Marijuana Misdemeanors (Less Than 1 oz),189,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2014.csv
2,FRAUD AND NSF CHECKS,IDENTITY THEFT (GOODS/SERVICES/CREDIT),117,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2014.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Unlawful Sexual Intercourse,121,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2015.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2015.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2017.csv
2,FRAUD AND NSF CHECKS,IDENTITY THEFT (GOODS/SERVICES/CREDIT),117,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2018.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2018.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2019.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Unlawful Sexual Intercourse,121,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2026_ytd.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2014.csv
1,FORCIBLE RAPE,"RAPE BY FORCE, FEMALE UNDER 18",023,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2015.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2016.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2017.csv
2,FELONIES MISCELLANEOUS,"FELONIES, MISCELLANEOUS: All Other Felonies",339,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2018.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2020.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2022.csv
2,SEX OFFENSES FELONIES,SEX FELONIES: Sex Crimes Against Children (Under 14 Years),120,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2022.csv
1,LARCENY THEFT,"THEFT, PETTY: Other (From Prvt Res, Boat, Plane,Yard)",389,s3://crimenet-data/raw_files/landing/los_angeles_county_sheriff/lasd_part_i_ii_2024.csv
